,Name,Type,#,DOB,Age,Height,Weight,Gm,SOO,Recruited from,team,short_team
6,Charlie Constable,Mid-Tall,18,"18 May, 1999",20 y 284 d,191 cm,86 kg,7,VIC,Sandringham Dragons,geelongcats,Geelong
7,Luke Dahlhaus,Mid-Smal,40,"21 Aug, 1992",27 y 189 d,179 cm,77 kg,174,VIC,Geelong Falcons,geelongcats,Geelong
8,Patrick Dangerfield,Mid-Med,35,"5 Apr, 1990",29 y 327 d,189 cm,92 kg,244,VIC,Geelong Falcons,geelongcats,Geelong
9,Sam De Koning,Def-Tall-Key,16,"26 Feb, 2001",19 y 0 d,200 cm,85 kg,,,,geelongcats,Geelong
10,Mitch Duncan,Mid-Med,22,"10 Jun, 1991",28 y 261 d,188 cm,88 kg,199,WA,East Perth,geelongcats,Geelong
11,Francis Evans,Fwd-Med-Gen,31,"23 Aug, 2001",18 y 187 d,182 cm,78 kg,,VIC,Calder Cannons,geelongcats,Geelong
12,Lachlan Fogarty,Mid-Smal,13,"1 Apr, 1999",20 y 331 d,180 cm,76 kg,17,VIC,Western Jets,geelongcats,Geelong
13,Darcy Fort,Ruck-Tall,28,"6 Aug, 1993",26 y 204 d,204 cm,99 kg,3,SA,Central District,geelongcats,Geelong
14,Cameron Guthrie,Mid-Med,29,"19 Aug, 1992",27 y 191 d,187 cm,86 kg,157,VIC,Calder Cannons,geelongcats,Geelong
15, Zach Guthrie,Def-Med-Gen,39,"30 Jun, 1998",21 y 241 d,187 cm,76 kg,17,VIC,Calder Cannons,geelongcats,Geelong
16,Tom Hawkins,Fwd-Tall-Key,26,"21 Jul, 1988",31 y 220 d,198 cm,103 kg,253,VIC,Melbourne Grammar,geelongcats,Geelong
17,Jack Henry,Fwd-Tall-Gen,38,"29 Aug, 1998",21 y 181 d,191 cm,92 kg,42,VIC,Geelong Falcons,geelongcats,Geelong
18,Ben Jarvis,Fwd-Med-Gen,10,"27 Jul, 2000",19 y 214 d,189 cm,65 kg,,SA,Norwood,geelongcats,Geelong
19,Josh Jenkins,Fwd-Tall-Key,11,"8 Feb, 1989",31 y 18 d,200 cm,108 kg,147,VIC,Lake Boga,geelongcats,Geelong
20,Jacob Kennerley,Mid-Med,21,"16 Jun, 2000",19 y 255 d,186 cm,78 kg,,SA,Norwood,geelongcats,Geelong
21,Jake Kolodjashnij,Def-Tall-Gen,8,"9 Aug, 1995",24 y 201 d,193 cm,94 kg,89,TAS,Launceston,geelongcats,Geelong
22,Nathan Kreuger,Fwd-Tall-Key,15,"25 Jun, 1999",20 y 246 d,196 cm,88 kg,,SA,South Adelaide,geelongcats,Geelong
23,Sam Menegola,Mid-Med,27,"7 Mar, 1992",27 y 356 d,189 cm,89 kg,61,WA,East Fremantle,geelongcats,Geelong
24,Gryan Miers,Fwd-Smal-Gen,32,"30 Mar, 1999",20 y 333 d,178 cm,78 kg,22,VIC,Geelong Falcons,geelongcats,Geelong
25,Quinton Narkle,Fwd-Med-Gen,19,"3 Dec, 1997",22 y 85 d,181 cm,80 kg,9,WA,Perth,geelongcats,Geelong
26,Mark O'Connor,Mid-Med,42,"17 Jan, 1997",23 y 40 d,191 cm,87 kg,27,N/A,County Kerry (Ireland),geelongcats,Geelong
27,Brandan Parfitt,Mid-Smal,3,"27 Apr, 1998",21 y 305 d,180 cm,79 kg,51,SA,North Adelaide,geelongcats,Geelong
28,James Parsons,Mid-Med,34,"12 Apr, 1997",22 y 320 d,190 cm,82 kg,35,VIC,Eastern Ranges,geelongcats,Geelong
29,Esava Ratugolea,Fwd-Tall-Key,17,"24 Jul, 1998",21 y 217 d,197 cm,102 kg,25,VIC,Murray Bushrangers,geelongcats,Geelong
30,Gary Rohan,Fwd-Med-Gen,23,"7 Jun, 1991",28 y 264 d,189 cm,92 kg,122,VIC,Geelong Falcons,geelongcats,Geelong
31,Joel Selwood,Mid-Med,14,"26 May, 1988",31 y 276 d,183 cm,84 kg,290,VIC,Bendigo,geelongcats,Geelong
32,Rhys Stanley,Util-Tall,1,"1 Dec, 1990",29 y 87 d,200 cm,102 kg,130,SA,West Adelaide,geelongcats,Geelong
33,Cooper Stephens,Mid-Med,12,"17 Jan, 2001",19 y 40 d,188 cm,83 kg,,VIC,Geelong Falcons,geelongcats,Geelong
34,Jack Steven,Util-Med,9,"28 Mar, 1990",29 y 335 d,180 cm,83 kg,183,VIC,Geelong Falcons,geelongcats,Geelong
35,Tom Stewart,Def-Tall-Key,44,"15 Mar, 1993",26 y 348 d,190 cm,88 kg,65,VIC,Geelong VFL,geelongcats,Geelong
36,Cameron Taheny,Mid-Med,41,"3 Aug, 2001",18 y 207 d,186 cm,79 kg,,SA,Norwood,geelongcats,Geelong
37,Jake Tarca,Fwd-Smal-Gen,33,"23 Feb, 2000",20 y 3 d,177 cm,73 kg,,SA,South Adelaide,geelongcats,Geelong
38,Harry Taylor,Def-Tall-Key,7,"12 Jun, 1986",33 y 259 d,195 cm,94 kg,256,WA,East Fremantle,geelongcats,Geelong
39,Zach Tuohy,Def-Med-Gen,2,"10 Dec, 1989",30 y 78 d,187 cm,93 kg,183,N/A,"Laois, Ireland",geelongcats,Geelong
40, Oscar Brownless,Fwd-Med-Gen,20,"16 Feb, 2000",20 y 10 d,186 cm,75 kg,,VIC,Geelong Falcons,geelongcats,Geelong
41, Bradley Close,Fwd-Smal-Gen,45,"30 Jul, 1998",21 y 211 d,178 cm,70 kg,,SA,Glenelg,geelongcats,Geelong
42, Lachie Henderson,Def-Tall-Key,25,"14 Dec, 1989",30 y 74 d,196 cm,98 kg,169,VIC,Geelong Falcons,geelongcats,Geelong
43, Stefan Okunbor,Def-Tall-Key,43,"12 Aug, 1998",21 y 198 d,190 cm,87 kg,,N/A,County Kerry,geelongcats,Geelong
44, Blake Schlensog,Fwd-Tall-Key,36,"25 Sep, 2000",19 y 154 d,198 cm,99 kg,,VIC,Geelong Falcons,geelongcats,Geelong
45, Sam Simpson,Mid-Smal,37,"14 Jun, 1998",21 y 257 d,180 cm,74 kg,6,VIC,Geelong Falcons,geelongcats,Geelong
0,Luke Breust,Fwd-Med-Gen,22,"11 Nov, 1990",29 y 107 d,184 cm,84 kg,206,NSW,Temora,hawthornhawks,Hawthorn
1,Shaun Burgoyne,Util-Med,9,"21 Oct, 1982",37 y 128 d,186 cm,89 kg,375,SA,Port Adelaide,hawthornhawks,Hawthorn
2,Jonathon Ceglar,Ruck-Tall,18,"14 Feb, 1991",29 y 12 d,204 cm,102 kg,76,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
3,James Cousins,Mid-Med,46,"19 Mar, 1998",21 y 344 d,185 cm,84 kg,19,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
4,Will Day,Def-Med-Gen,30,"5 Jun, 2001",18 y 266 d,187 cm,70 kg,,SA,West Adelaide,hawthornhawks,Hawthorn
5,James Frawley,Def-Tall-Key,12,"20 Sep, 1988",31 y 159 d,193 cm,96 kg,225,VIC,Nth Ballarat,hawthornhawks,Hawthorn
6,Sam Frost,Def-Tall-Key,8,"28 Aug, 1993",26 y 182 d,194 cm,93 kg,91,VIC,Sandringham Dragons,hawthornhawks,Hawthorn
7,Conor Glass,Def-Med-Gen,13,"28 Sep, 1997",22 y 151 d,189 cm,84 kg,17,N/A,Northern Ireland,hawthornhawks,Hawthorn
8,Jack Gunston,Fwd-Tall-Key,19,"16 Oct, 1991",28 y 133 d,193 cm,87 kg,191,VIC,Sandringham Dragons,hawthornhawks,Hawthorn
9, Oliver Hanrahan,Fwd-Med-Gen,41,"27 Aug, 1998",21 y 183 d,181 cm,75 kg,9,VIC,St Kevin's College,hawthornhawks,Hawthorn
10,Blake Hardwick,Fwd-Med-Gen,15,"5 Feb, 1997",23 y 21 d,181 cm,79 kg,66,VIC,Eastern Ranges,hawthornhawks,Hawthorn
11,Michael Hartley,Def-Tall-Key,27,"7 Jun, 1993",26 y 264 d,199 cm,100 kg,44,NSW,Penrith,hawthornhawks,Hawthorn
12,Ricky Henderson,Util-Tall,31,"11 Sep, 1988",31 y 168 d,188 cm,89 kg,152,VIC,Trentham,hawthornhawks,Hawthorn
13,Daniel Howe,Def-Tall-Gen,17,"4 Dec, 1995",24 y 84 d,191 cm,87 kg,62,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
14,Jarman Impey,Util-Smal,4,"9 Jul, 1995",24 y 232 d,178 cm,82 kg,116,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
15, Changkuoth Jiath,Fwd-Med-Gen,29,"13 Jun, 1999",20 y 258 d,185 cm,74 kg,2,VIC,Gipplsand Power,hawthornhawks,Hawthorn
16,Jacob Koschitzke,Def-Tall-Key,34,"11 Jul, 2000",19 y 230 d,196 cm,94 kg,,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
17,Mitch Lewis,Fwd-Tall-Key,2,"14 Oct, 1998",21 y 135 d,198 cm,95 kg,14,VIC,Calder Cannons,hawthornhawks,Hawthorn
18,Finn Maginness,Mid-Med,32,"23 Feb, 2001",19 y 3 d,187 cm,80 kg,,VIC,Sandringham Dragons,hawthornhawks,Hawthorn
19,Ben McEvoy,Ruck-Tall,7,"11 Jul, 1989",30 y 230 d,200 cm,102 kg,206,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
20,Tom Mitchell,Mid-Med,3,"31 May, 1993",26 y 271 d,182 cm,84 kg,109,WA,Claremont,hawthornhawks,Hawthorn
21,Dylan Moore,Mid-Med,36,"4 Aug, 1999",20 y 206 d,176 cm,70 kg,7,VIC,Eastern Ranges,hawthornhawks,Hawthorn
22,Josh Morris,Fwd-Med-Gen,35,"7 Nov, 2001",18 y 111 d,186 cm,76 kg,,SA,Woodville-West Torrens,hawthornhawks,Hawthorn
23,Harry Morrison,Def-Med-Gen,1,"12 Nov, 1998",21 y 106 d,180 cm,79 kg,31,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
24, Conor Nash,Def-Tall-Key,11,"28 Jul, 1998",21 y 213 d,197 cm,93 kg,19,N/A,Leinster (Ireland),hawthornhawks,Hawthorn
25,Tim O'Brien,Fwd-Tall-Key,23,"28 Mar, 1994",25 y 335 d,193 cm,90 kg,62,SA,Glenelg,hawthornhawks,Hawthorn
26,Jaeger O'Meara,Mid-Med,10,"23 Feb, 1994",26 y 3 d,183 cm,82 kg,92,WA,Dongara,hawthornhawks,Hawthorn
27,Jonathon Patton,Fwd-Tall-Key,25,"20 May, 1993",26 y 282 d,198 cm,102 kg,88,VIC,Eastern Ranges,hawthornhawks,Hawthorn
28,Paul Puopolo,Fwd-Smal-Gen,28,"2 Dec, 1987",32 y 86 d,173 cm,78 kg,189,SA,Norwood,hawthornhawks,Hawthorn
29,Jackson Ross,Fwd-Tall-Gen,37,"22 Jun, 1999",20 y 249 d,193 cm,79 kg,,VIC,Eastern Ranges,hawthornhawks,Hawthorn
30,Jack Scrimshaw,Def-Tall-Gen,14,"4 Sep, 1998",21 y 175 d,193 cm,88 kg,14,VIC,Sandringham Dragons,hawthornhawks,Hawthorn
31,Tom Scully,Mid-Med,21,"15 May, 1991",28 y 287 d,181 cm,80 kg,172,VIC,Dandenong Stingrays,hawthornhawks,Hawthorn
32,Liam Shiels,Mid-Med,26,"29 Apr, 1991",28 y 303 d,183 cm,84 kg,204,VIC,Eastern Ranges,hawthornhawks,Hawthorn
33,James Sicily,Fwd-Med-Key,6,"6 Jan, 1995",25 y 51 d,186 cm,87 kg,82,VIC,Western Jets,hawthornhawks,Hawthorn
34,Isaac Smith,Mid-Med,16,"30 Dec, 1988",31 y 58 d,188 cm,83 kg,199,VIC,North Ballarat,hawthornhawks,Hawthorn
35,Ben Stratton,Def-Med-Key,24,"1 Mar, 1989",30 y 362 d,189 cm,88 kg,187,WA,East Perth,hawthornhawks,Hawthorn
36,Mathew Walker,Fwd-Med-Gen,33,"14 Feb, 2000",20 y 12 d,188 cm,84 kg,,VIC,GWS Academy,hawthornhawks,Hawthorn
37,Chad Wingard,Fwd-Med-Gen,20,"29 Jul, 1993",26 y 212 d,183 cm,85 kg,161,SA,Sturt,hawthornhawks,Hawthorn
38,James Worpel,Mid-Med,5,"24 Jan, 1999",21 y 33 d,185 cm,85 kg,33,VIC,Geelong Falcons,hawthornhawks,Hawthorn
39, Will Golds,Mid-Med,45,"6 May, 2000",19 y 296 d,181 cm,70 kg,,VIC,Oakleigh Chargers,hawthornhawks,Hawthorn
40, Damon Greaves,Def-Med-Gen,44,"25 Apr, 2000",19 y 307 d,186 cm,77 kg,,WA,East Perth,hawthornhawks,Hawthorn
41, Emerson Jeka,Fwd-Tall-Key,39,"18 Sep, 2001",18 y 161 d,197 cm,87 kg,,VIC,Western Jets,hawthornhawks,Hawthorn
42, Harry Jones,Mid-Med,40,"15 Mar, 1999",20 y 348 d,185 cm,80 kg,,VIC,Murray Bushrangers,hawthornhawks,Hawthorn
43, Harrison Pepper,Def-Med-Gen,42,"9 Aug, 2001",18 y 201 d,180 cm,83 kg,,VIC,Gippsland Power,hawthornhawks,Hawthorn
44, Ned Reeves,Ruck-Tall,43,"31 Oct, 1998",21 y 118 d,208 cm,96 kg,,VIC,Oakleigh Chargers,hawthornhawks,Hawthorn
0,Oskar Baker,Def-Med-Gen,33,"25 May, 1998",21 y 277 d,184 cm,82 kg,9,QLD,Aspley,melbournedemons,Melbourne
1,Toby Bedford,Fwd-Smal-Gen,12,"27 May, 2000",19 y 275 d,178 cm,69 kg,,VIC,Dandenong Stingrays,melbournedemons,Melbourne
2,Harley Bennell,Mid-Med,13,"2 Oct, 1992",27 y 147 d,185 cm,85 kg,83,WA,Peel Thunder,melbournedemons,Melbourne
3,Angus Brayshaw,Mid-Med,10,"9 Jan, 1996",24 y 48 d,187 cm,87 kg,80,VIC,Sandringham Dragons,melbournedemons,Melbourne
4,Kyle Dunkley,Mid-Med,48,"20 Jun, 2000",19 y 251 d,185 cm,84 kg,5,VIC,Gippsland Power,melbournedemons,Melbourne
5,Bayley Fritsch,Fwd-Med-Gen,31,"6 Dec, 1996",23 y 82 d,188 cm,82 kg,45,VIC,Casey Demons,melbournedemons,Melbourne
6,Max Gawn,Ruck-Tall,11,"30 Dec, 1991",28 y 58 d,208 cm,109 kg,120,VIC,Sandringham Dragons,melbournedemons,Melbourne
7,Mitch Hannan,Fwd-Med-Gen,19,"9 Mar, 1994",25 y 354 d,189 cm,86 kg,41,VIC,Footscray VFL,melbournedemons,Melbourne
8,James Harmes,Def-Med-Gen,4,"5 Oct, 1995",24 y 144 d,185 cm,82 kg,91,VIC,Dandenong Stingrays,melbournedemons,Melbourne
9,Michael Hibberd,Def-Med-Gen,14,"3 Jan, 1990",30 y 54 d,186 cm,90 kg,142,VIC,Frankston,melbournedemons,Melbourne
10,Marty Hore,Def-Tall-Key,34,"5 Mar, 1996",23 y 358 d,190 cm,84 kg,14,VIC,Collingwood VFL,melbournedemons,Melbourne
11,Jayden Hunt,Def-Med-Gen,29,"3 Apr, 1995",24 y 329 d,187 cm,82 kg,68,VIC,Brighton Grammar,melbournedemons,Melbourne
12,Luke Jackson,Ruck-Tall,6,"29 Sep, 2001",18 y 150 d,198 cm,94 kg,,WA,East Fremantle,melbournedemons,Melbourne
13,Neville Jetta,Def-Med-Gen,39,"12 Feb, 1990",30 y 14 d,180 cm,83 kg,148,WA,Swan Districts,melbournedemons,Melbourne
14,Nathan Jones,Mid-Med,2,"20 Jan, 1988",32 y 37 d,180 cm,87 kg,286,VIC,Dandenong Stingrays,melbournedemons,Melbourne
15,James Jordon,Mid-Med,23,"20 Dec, 2000",19 y 68 d,186 cm,80 kg,,VIC,Oakleigh Chargers,melbournedemons,Melbourne
16,Kade Kolodjashnij,Def-Med-Gen,16,"9 Aug, 1995",24 y 201 d,190 cm,86 kg,80,TAS,Launceston,melbournedemons,Melbourne
17,Ed Langdon,Fwd-Med-Gen,15,"1 Feb, 1996",24 y 25 d,182 cm,78 kg,68,VIC,Sandringham Dragons,melbournedemons,Melbourne
18,Jake Lever,Def-Tall-Key,8,"5 Mar, 1996",23 y 358 d,195 cm,91 kg,75,VIC,Calder Cannons,melbournedemons,Melbourne
19,Jay Lockhart,Fwd-Smal-Gen,41,"3 Feb, 1996",24 y 23 d,177 cm,75 kg,12,TAS,Casey Demons,melbournedemons,Melbourne
20,Steven May,Def-Tall-Key,1,"10 Jan, 1992",28 y 47 d,193 cm,100 kg,131,NT,Southern Districts,melbournedemons,Melbourne
21,Oscar McDonald,Def-Tall-Key,28,"18 Mar, 1996",23 y 345 d,196 cm,100 kg,74,VIC,North Ballarat,melbournedemons,Melbourne
22,Tom McDonald,Def-Tall-Key,25,"18 Sep, 1992",27 y 161 d,194 cm,99 kg,161,VIC,North Ballarat,melbournedemons,Melbourne
23,Jake Melksham,Mid-Med,18,"29 Aug, 1991",28 y 181 d,186 cm,83 kg,168,VIC,Calder Cannons,melbournedemons,Melbourne
24,Alex Neal-Bullen,Fwd-Med-Gen,30,"9 Jan, 1996",24 y 48 d,182 cm,80 kg,73,SA,Glenelg,melbournedemons,Melbourne
25,Aaron Nietschke,Mid-Med,27,"26 May, 2000",19 y 276 d,184 cm,82 kg,,SA,Central District,melbournedemons,Melbourne
26,Clayton Oliver,Mid-Med,13,"22 Jul, 1997",22 y 219 d,187 cm,85 kg,82,VIC,Murray Bushrangers,melbournedemons,Melbourne
27,Christian Petracca,Mid-Med,5,"4 Jan, 1996",24 y 53 d,186 cm,96 kg,85,VIC,Eastern Ranges,melbournedemons,Melbourne
28,Harrison Petty,Def-Tall-Key,35,"12 Nov, 1999",20 y 106 d,197 cm,89 kg,11,SA,Norwood,melbournedemons,Melbourne
29,Kysaiah Pickett,Fwd-Smal-Gen,36,"2 Jun, 2001",18 y 269 d,171 cm,70 kg,,SA,Woodville-West Torrens,melbournedemons,Melbourne
30,Braydon Preuss,Ruck-Tall,21,"16 Jun, 1995",24 y 255 d,206 cm,114 kg,15,QLD,Surfers Paradise,melbournedemons,Melbourne
31,Trent Rivers,Def-Med-Gen,24,"30 Jul, 2001",18 y 211 d,187 cm,85 kg,,WA,East Fremantle,melbournedemons,Melbourne
32,Christian Salem,Mid-Med,3,"15 Jul, 1995",24 y 226 d,183 cm,81 kg,90,VIC,Sandringham Dragons,melbournedemons,Melbourne
33,Joel Smith,Util-Tall,44,"25 Feb, 1996",24 y 1 d,191 cm,87 kg,11,VIC,Geelong Supercats,melbournedemons,Melbourne
34,Charlie Spargo,Fwd-Smal-Gen,9,"25 Nov, 1999",20 y 93 d,173 cm,71 kg,26,NSW,Murray Bushrangers,melbournedemons,Melbourne
35,Tom Sparrow,Fwd-Med-Gen,32,"31 May, 2000",19 y 271 d,183 cm,82 kg,2,SA,South Adelaide,melbournedemons,Melbourne
36,Adam Tomlinson,Util-Tall,20,"10 Aug, 1993",26 y 200 d,194 cm,96 kg,136,VIC,Oakleigh Chargers,melbournedemons,Melbourne
37,Aaron Vandenberg,Fwd-Med-Gen,22,"3 Mar, 1992",27 y 360 d,188 cm,93 kg,35,ACT,Ainslie,melbournedemons,Melbourne
38,Jack Viney,Mid-Smal,7,"13 Apr, 1994",25 y 319 d,178 cm,84 kg,119,VIC,Oakleigh Chargers,melbournedemons,Melbourne
39, Corey Wagner,Mid-Med,40,"23 Mar, 1997",22 y 340 d,181 cm,75 kg,19,QLD,Aspley,melbournedemons,Melbourne
40,Joshua Wagner,Def-Med-Gen,42,"24 Jun, 1994",25 y 247 d,189 cm,84 kg,40,QLD,Aspley,melbournedemons,Melbourne
41,Sam Weideman,Fwd-Tall-Key,26,"26 Jun, 1997",22 y 245 d,195 cm,97 kg,31,VIC,Eastern Ranges,melbournedemons,Melbourne
42, Austin Bradtke,Ruck-Tall,46,"27 May, 2000",19 y 275 d,204 cm,91 kg,,VIC,Haileybury College,melbournedemons,Melbourne
43, Mitch W. Brown,Fwd-Tall-Key,38,"28 Aug, 1990",29 y 182 d,196 cm,91 kg,69,VIC,Sandringham Dragons,melbournedemons,Melbourne
44, Kade Chandler,Fwd-Smal-Gen,37,"13 Jan, 2000",20 y 44 d,174 cm,75 kg,1,SA,Norwood,melbournedemons,Melbourne
0,Paul Ahern,Util-Med,15,"1 Aug, 1996",23 y 209 d,183 cm,85 kg,18,VIC,Calder Cannons,northmelbournekangaroos,North Melbourne
1,Jed Anderson,Mid-Smal,3,"2 Feb, 1994",26 y 24 d,179 cm,81 kg,62,NT,Darwin,northmelbournekangaroos,North Melbourne
2,Shaun Atley,Def-Med-Gen,18,"13 Sep, 1992",27 y 166 d,189 cm,86 kg,197,VIC,Murray Bushrangers,northmelbournekangaroos,North Melbourne
3,Aiden Bonar,Util-Med,16,"8 Mar, 1999",20 y 355 d,188 cm,87 kg,6,VIC,Dandenong Stingrays,northmelbournekangaroos,North Melbourne
4,Ben Brown,Fwd-Tall-Key,50,"20 Nov, 1992",27 y 98 d,200 cm,101 kg,110,VIC,Werribee,northmelbournekangaroos,North Melbourne
5, Tom Campbell,Ruck-Tall,42,"2 Nov, 1991",28 y 116 d,201 cm,105 kg,44,VIC,Bendigo Bombers,northmelbournekangaroos,North Melbourne
6,Charlie Comben,Ruck-Tall,30,"20 Jul, 2001",18 y 221 d,199 cm,82 kg,,VIC,Gippsland Power,northmelbournekangaroos,North Melbourne
7,Joel Crocker,Def-Med-Gen,36,"14 Apr, 2000",19 y 318 d,188 cm,73 kg,,VIC,Sandringham Dragons,northmelbournekangaroos,North Melbourne
8,Ben Cunnington,Mid-Med,10,"30 Jun, 1991",28 y 241 d,185 cm,88 kg,209,VIC,Geelong Falcons,northmelbournekangaroos,North Melbourne
9,Luke Davies-Uniacke,Mid-Med,9,"8 Jun, 1999",20 y 263 d,188 cm,85 kg,21,VIC,Dandenong Stingrays,northmelbournekangaroos,North Melbourne
10,Majak Daw,Fwd-Tall-Key,1,"11 Mar, 1991",28 y 352 d,195 cm,97 kg,50,VIC,Western Jets,northmelbournekangaroos,North Melbourne
11,Trent Dumont,Mid-Med,14,"30 Jun, 1995",24 y 241 d,186 cm,87 kg,82,SA,Norwood,northmelbournekangaroos,North Melbourne
12,Sam Durdin,Util-Tall,24,"6 Jun, 1996",23 y 265 d,198 cm,97 kg,19,SA,West Adelaide,northmelbournekangaroos,North Melbourne
13,Taylor Garner,Fwd-Med-Gen,6,"8 Jan, 1994",26 y 49 d,187 cm,88 kg,43,VIC,Dandenong Stingrays,northmelbournekangaroos,North Melbourne
14,Todd Goldstein,Ruck-Tall,22,"1 Jul, 1988",31 y 240 d,201 cm,103 kg,234,VIC,Oakleigh,northmelbournekangaroos,North Melbourne
15,Aaron Hall,Mid-Med,43,"9 Nov, 1990",29 y 109 d,185 cm,85 kg,109,TAS,Hobart,northmelbournekangaroos,North Melbourne
16, Kyron Hayden,Mid-Med,37,"7 Jun, 1999",20 y 264 d,186 cm,86 kg,1,WA,Subiaco,northmelbournekangaroos,North Melbourne
17,Shaun Higgins,Fwd-Med-Gen,4,"4 Mar, 1988",31 y 359 d,184 cm,89 kg,220,VIC,Geelong Falcons,northmelbournekangaroos,North Melbourne
18,Ben Jacobs,Mid-Med,5,"9 Jan, 1992",28 y 48 d,185 cm,85 kg,90,VIC,Sandringham Dragons,northmelbournekangaroos,North Melbourne
19,Nick Larkey,Util-Tall,20,"6 Jun, 1998",21 y 265 d,198 cm,93 kg,19,VIC,Oakleigh Chargers,northmelbournekangaroos,North Melbourne
20,Jamie Macmillan,Def-Med-Gen,34,"23 Sep, 1991",28 y 156 d,188 cm,89 kg,157,VIC,Oakleigh Chargers,northmelbournekangaroos,North Melbourne
21,Jack Mahony,Mid-Smal,35,"12 Nov, 2001",18 y 106 d,176 cm,70 kg,,VIC,Sandringham Dragons,northmelbournekangaroos,North Melbourne
22,Luke McDonald,Def-Med-Gen,11,"9 Feb, 1995",25 y 17 d,189 cm,89 kg,109,VIC,Werribee,northmelbournekangaroos,North Melbourne
23,Ben McKay,Def-Tall-Key,23,"24 Dec, 1997",22 y 64 d,201 cm,95 kg,4,VIC,Gippsland Power,northmelbournekangaroos,North Melbourne
24,Flynn Perez,Mid-Med,39,"25 Aug, 2001",18 y 185 d,187 cm,82 kg,,VIC,Bendigo Pioneers,northmelbournekangaroos,North Melbourne
25,Jasper Pittard,Def-Med-Gen,17,"1 Apr, 1991",28 y 331 d,186 cm,84 kg,148,VIC,Geelong Falcons,northmelbournekangaroos,North Melbourne
26,Jared Polec,Mid-Med,13,"12 Oct, 1992",27 y 137 d,187 cm,84 kg,128,SA,Woodville-West Torrens,northmelbournekangaroos,North Melbourne
27,Bailey Scott,Util-Med,8,"9 Jul, 2000",19 y 232 d,186 cm,73 kg,4,QLD,Gold Coast Academy,northmelbournekangaroos,North Melbourne
28,Jy Simpkin,Fwd-Med-Gen,12,"5 Mar, 1998",21 y 358 d,182 cm,75 kg,56,VIC,Murray Bushrangers,northmelbournekangaroos,North Melbourne
29,Robbie Tarrant,Def-Tall-Key,25,"25 Apr, 1989",30 y 307 d,196 cm,97 kg,148,VIC,Bendigo Pioneers,northmelbournekangaroos,North Melbourne
30,Curtis Taylor,Util-Med,31,"6 Apr, 2000",19 y 326 d,187 cm,78 kg,2,VIC,Calder Cannons,northmelbournekangaroos,North Melbourne
31,Tarryn Thomas,Util-Med,26,"25 Mar, 2000",19 y 338 d,189 cm,74 kg,20,TAS,North Launceston,northmelbournekangaroos,North Melbourne
