,Name,Type,#,DOB,Age,Height,Weight,Gm,SOO,Recruited from,team,short_team
32,Kayne Turner,Fwd-Med-Gen,28,"31 Dec, 1995",24 y 57 d,180 cm,75 kg,79,VIC,Wodonga,northmelbournekangaroos,North Melbourne
33,Dom Tyson,Mid-Med,21,"8 Jun, 1993",26 y 263 d,186 cm,85 kg,110,VIC,Oakleigh Chargers,northmelbournekangaroos,North Melbourne
34,Ed Vickers-Willis,Def-Tall-Key,33,"28 Mar, 1996",23 y 335 d,190 cm,86 kg,15,VIC,Sandringham Dragons,northmelbournekangaroos,North Melbourne
35,Will Walker,Mid-Med,27,"30 Mar, 1999",20 y 333 d,186 cm,78 kg,4,VIC,Sandringham Dragons,northmelbournekangaroos,North Melbourne
36,Marley Williams,Def-Med-Gen,2,"22 Jul, 1993",26 y 219 d,181 cm,83 kg,119,WA,Claremont,northmelbournekangaroos,North Melbourne
37,Mason Wood,Fwd-Tall-Gen,32,"13 Sep, 1993",26 y 166 d,192 cm,87 kg,57,VIC,Geelong Falcons,northmelbournekangaroos,North Melbourne
38,Tristan Xerri,Ruck-Tall,38,"15 Mar, 1999",20 y 348 d,201 cm,94 kg,,VIC,Western Jets,northmelbournekangaroos,North Melbourne
39,Jack Ziebell,Mid-Med,7,"28 Feb, 1991",28 y 363 d,188 cm,89 kg,210,VIC,Murray Bushrangers,northmelbournekangaroos,North Melbourne
40, Cameron Zurhaar,Fwd-Med-Gen,44,"22 May, 1998",21 y 280 d,189 cm,90 kg,28,WA,East Fremantle,northmelbournekangaroos,North Melbourne
41, Lachlan Hosie,Fwd-Med-Gen,46,"25 Feb, 1997",23 y 1 d,189 cm,78 kg,,SA,Glenelg,northmelbournekangaroos,North Melbourne
42, Matthew McGuinness,Util-Tall,41,"13 Jul, 2000",19 y 228 d,192 cm,75 kg,,TAS,Tasmania Devils,northmelbournekangaroos,North Melbourne
43, Tom Murphy,Def-Med-Gen,40,"19 Jan, 1998",22 y 38 d,189 cm,82 kg,4,VIC,Dandenong Stingrays,northmelbournekangaroos,North Melbourne
0,Karl Amon,Mid-Med,15,"19 Aug, 1995",24 y 191 d,181 cm,71 kg,59,VIC,Sandringham Dragons,portadelaidepower,Port Adelaide
1,Joe Atley,Mid-Med,30,"4 Aug, 1998",21 y 206 d,186 cm,84 kg,4,VIC,Bendigo Pioneers,portadelaidepower,Port Adelaide
2,Miles Bergman,Mid-Med,14,"18 Oct, 2001",18 y 131 d,186 cm,75 kg,,VIC,Sandringham Dragons,portadelaidepower,Port Adelaide
3,Travis Boak,Mid-Med,10,"1 Aug, 1988",31 y 209 d,183 cm,85 kg,264,VIC,Geelong Falcons,portadelaidepower,Port Adelaide
4,Riley Bonner,Def-Tall-Gen,26,"7 Mar, 1997",22 y 356 d,190 cm,85 kg,42,SA,West Adelaide,portadelaidepower,Port Adelaide
5,Ryan Burton,Def-Tall-Gen,3,"31 Jan, 1997",23 y 26 d,191 cm,90 kg,63,SA,North Adelaide,portadelaidepower,Port Adelaide
6,Zak Butters,Fwd-Smal-Gen,18,"8 Sep, 2000",19 y 171 d,181 cm,71 kg,19,VIC,Western Jets,portadelaidepower,Port Adelaide
7,Wylie Buzza,Fwd-Tall-Key,13,"2 Mar, 1996",23 y 361 d,199 cm,102 kg,9,QLD,Mt Gravatt,portadelaidepower,Port Adelaide
8,Darcy Byrne-Jones,Def-Med-Gen,33,"20 Sep, 1995",24 y 159 d,181 cm,75 kg,86,VIC,Oakleigh Chargers,portadelaidepower,Port Adelaide
9,Tom Clurey,Def-Tall-Key,17,"23 Mar, 1994",25 y 340 d,193 cm,88 kg,81,VIC,Murray Bushrangers,portadelaidepower,Port Adelaide
10,Charlie Dixon,Fwd-Tall-Key,22,"23 Sep, 1990",29 y 156 d,200 cm,105 kg,135,QLD,Redland,portadelaidepower,Port Adelaide
11,Willem Drew,Mid-Med,28,"1 Oct, 1998",21 y 148 d,188 cm,78 kg,10,VIC,North Ballarat Rebels,portadelaidepower,Port Adelaide
12,Xavier Duursma,Util-Med,21,"7 Jul, 2000",19 y 234 d,186 cm,73 kg,20,VIC,Gippsland Power,portadelaidepower,Port Adelaide
13,Brad Ebert,Fwd-Med-Gen,7,"2 Apr, 1990",29 y 330 d,189 cm,90 kg,246,SA,Port Adelaide Magpies,portadelaidepower,Port Adelaide
14,Kane Farrell,Fwd-Med-Gen,24,"17 Mar, 1999",20 y 346 d,182 cm,74 kg,12,VIC,Bendigo Pioneers,portadelaidepower,Port Adelaide
15,Joel Garner,Def-Med-Gen,27,"21 May, 1999",20 y 281 d,184 cm,83 kg,4,VIC,Eastern Ranges,portadelaidepower,Port Adelaide
16,Mitch Georgiades,Fwd-Tall-Key,19,"28 Sep, 2001",18 y 151 d,191 cm,78 kg,,WA,Subiaco,portadelaidepower,Port Adelaide
17,Robbie Gray,Util-Med,9,"30 Mar, 1988",31 y 333 d,183 cm,84 kg,216,VIC,Oakleigh,portadelaidepower,Port Adelaide
18,Hamish Hartlett,Def-Med-Gen,8,"14 Aug, 1990",29 y 196 d,185 cm,83 kg,164,SA,West Adelaide,portadelaidepower,Port Adelaide
19,Sam Hayes,Util-Tall,25,"9 Jun, 1999",20 y 262 d,203 cm,93 kg,,VIC,Eastern Ranges,portadelaidepower,Port Adelaide
20,Dan Houston,Util-Med,5,"12 May, 1997",22 y 290 d,186 cm,83 kg,60,VIC,Oakleigh Chargers,portadelaidepower,Port Adelaide
21,Tom Jonas,Def-Med-Key,1,"9 Jan, 1991",29 y 48 d,188 cm,89 kg,139,SA,Norwood,portadelaidepower,Port Adelaide
22, Peter Ladhams,Ruck-Tall,38,"14 Jan, 1998",22 y 43 d,202 cm,95 kg,5,SA,Norwood,portadelaidepower,Port Adelaide
23, Jarrod Lienert,Def-Tall-Key,40,"5 Aug, 1994",25 y 205 d,195 cm,88 kg,13,SA,Sturt,portadelaidepower,Port Adelaide
24,Scott Lycett,Ruck-Tall,29,"26 Sep, 1992",27 y 153 d,203 cm,98 kg,93,SA,Port Magpies,portadelaidepower,Port Adelaide
25,Todd Marshall,Fwd-Tall-Key,4,"8 Oct, 1998",21 y 141 d,198 cm,87 kg,20,NSW,Murray Bushrangers,portadelaidepower,Port Adelaide
26,Sam Mayes,Mid-Med,32,"20 May, 1994",25 y 282 d,187 cm,84 kg,101,SA,North Adelaide,portadelaidepower,Port Adelaide
27,Trent McKenzie,Def-Med-Gen,12,"3 Apr, 1992",27 y 329 d,191 cm,83 kg,108,VIC,Western Jets,portadelaidepower,Port Adelaide
28,Jackson Mead,Mid-Med,44,"30 Sep, 2001",18 y 149 d,184 cm,83 kg,,SA,Woodville-West Torrens,portadelaidepower,Port Adelaide
29,Steven Motlop,Fwd-Med-Gen,6,"12 Mar, 1991",28 y 351 d,183 cm,76 kg,168,NT,Wanderers,portadelaidepower,Port Adelaide
30,Jake Patmore,Fwd-Med-Gen,37,"29 Jan, 1999",21 y 28 d,181 cm,72 kg,,WA,Claremont,portadelaidepower,Port Adelaide
31,Sam Powell-Pepper,Mid-Med,2,"8 Jan, 1998",22 y 49 d,187 cm,91 kg,57,WA,East Perth,portadelaidepower,Port Adelaide
32,Tom Rockliff,Mid-Med,11,"22 Feb, 1990",30 y 4 d,185 cm,85 kg,190,VIC,Murray Bushrangers,portadelaidepower,Port Adelaide
33,Connor Rozee,Fwd-Med-Gen,20,"22 Jan, 2000",20 y 35 d,185 cm,74 kg,22,SA,North Adelaide,portadelaidepower,Port Adelaide
34,Cameron Sutcliffe,Util-Med,50,"23 May, 1992",27 y 279 d,186 cm,87 kg,108,SA,Woodville-West Torrens,portadelaidepower,Port Adelaide
35,Jack Watts,Util-Tall,23,"26 Mar, 1991",28 y 337 d,196 cm,88 kg,174,VIC,Sandringham Dragons,portadelaidepower,Port Adelaide
36,Justin Westhoff,Fwd-Tall-Key,39,"1 Oct, 1986",33 y 148 d,199 cm,96 kg,268,SA,Central Districts,portadelaidepower,Port Adelaide
37,Dylan Williams,Fwd-Med-Gen,34,"1 Jul, 2001",18 y 240 d,185 cm,79 kg,,VIC,Oakleigh Chargers,portadelaidepower,Port Adelaide
38,Ollie Wines,Mid-Med,16,"7 Oct, 1994",25 y 142 d,187 cm,89 kg,141,VIC,Bendigo Pioneers,portadelaidepower,Port Adelaide
39, Trent Burgoyne,Mid-Med,31,"2 Oct, 2001",18 y 147 d,178 cm,67 kg,,SA,Woodville-West Torrens,portadelaidepower,Port Adelaide
40, Tobin Cox,Fwd-Smal-Gen,47,"15 Jul, 1999",20 y 226 d,181 cm,73 kg,,SA,Glenelg,portadelaidepower,Port Adelaide
41, Martin Frederick,Def-Smal-Gen,45,"17 May, 2000",19 y 285 d,178 cm,74 kg,,SA,Woodville-West Torrens,portadelaidepower,Port Adelaide
42, Riley Grundy,Def-Tall-Key,41,"28 Jul, 2000",19 y 213 d,194 cm,84 kg,,SA,Sturt,portadelaidepower,Port Adelaide
43, Jake Pasini,Def-Tall-Key,48,"6 Feb, 2001",19 y 20 d,192 cm,81 kg,,WA,Swan Districts,portadelaidepower,Port Adelaide
44, Boyd Woodcock,Fwd-Smal-Gen,36,"5 Mar, 2000",19 y 358 d,174 cm,70 kg,,SA,North Adelaide,portadelaidepower,Port Adelaide
0,David Astbury,Def-Tall-Key,12,"26 Feb, 1991",29 y 0 d,195 cm,96 kg,126,VIC,North Ballarat Rebels,richmondtigers,Richmond
1,Noah Balta,Util-Tall,21,"23 Oct, 1999",20 y 126 d,194 cm,100 kg,13,VIC,Calder Cannons,richmondtigers,Richmond
2,Shai Bolton,Fwd-Smal-Gen,29,"8 Dec, 1998",21 y 80 d,175 cm,77 kg,25,WA,South Fremantle,richmondtigers,Richmond
3,Nathan Broad,Def-Tall-Gen,35,"15 Apr, 1993",26 y 317 d,192 cm,89 kg,51,WA,Swan Districts,richmondtigers,Richmond
4,Josh Caddy,Mid-Med,22,"28 Sep, 1992",27 y 151 d,186 cm,87 kg,152,VIC,Northern Knights,richmondtigers,Richmond
5,Jason Castagna,Fwd-Med-Gen,11,"12 Jul, 1996",23 y 229 d,181 cm,82 kg,73,VIC,Northern Knights,richmondtigers,Richmond
6,Callum Coleman-Jones,Ruck-Tall,40,"13 Jun, 1999",20 y 258 d,200 cm,102 kg,1,SA,Sturt,richmondtigers,Richmond
7,Riley Collier-Dawkins,Mid-Med,26,"3 Feb, 2000",20 y 23 d,189 cm,89 kg,,VIC,Oakleigh Chargers,richmondtigers,Richmond
8,Trent Cotchin,Mid-Med,9,"7 Apr, 1990",29 y 325 d,185 cm,86 kg,231,VIC,Northern Knights,richmondtigers,Richmond
9,Noah Cumberland,Fwd-Med-Gen,38,"15 Mar, 2001",18 y 348 d,183 cm,79 kg,,QLD,Brisbane Academy,richmondtigers,Richmond
10,Thomson Dow,Mid-Med,27,"16 Oct, 2001",18 y 133 d,182 cm,72 kg,,VIC,Bendigo Pioneers,richmondtigers,Richmond
11,Shane Edwards,Fwd-Med-Gen,10,"25 Oct, 1988",31 y 124 d,182 cm,80 kg,252,SA,Nth Adelaide,richmondtigers,Richmond
12,Luke English,Mid-Med,32,"20 Aug, 2000",19 y 190 d,182 cm,80 kg,,WA,Perth,richmondtigers,Richmond
13,Ryan Garthwaite,Def-Tall-Key,42,"30 Jun, 1998",21 y 241 d,192 cm,91 kg,9,VIC,Murray Bushrangers,richmondtigers,Richmond
14,Jack Graham,Mid-Med,34,"25 Feb, 1998",22 y 1 d,181 cm,82 kg,37,SA,North Adelaide,richmondtigers,Richmond
15,Dylan Grimes,Def-Tall-Key,2,"16 Jul, 1991",28 y 225 d,193 cm,90 kg,148,VIC,Northern Knights,richmondtigers,Richmond
16,Jack Higgins,Fwd-Smal-Gen,13,"19 Mar, 1999",20 y 344 d,177 cm,78 kg,33,VIC,Oakleigh Chargers,richmondtigers,Richmond
17,Bachar Houli,Def-Med-Gen,14,"12 May, 1988",31 y 290 d,180 cm,83 kg,204,VIC,Western Jets,richmondtigers,Richmond
18,Kane Lambert,Fwd-Smal-Gen,23,"26 Nov, 1991",28 y 92 d,178 cm,77 kg,92,VIC,Williamstown,richmondtigers,Richmond
19,Tom J. Lynch,Fwd-Tall-Key,19,"31 Oct, 1992",27 y 118 d,199 cm,99 kg,153,VIC,Dandenong Stingrays,richmondtigers,Richmond
20,Oleg Markov,Def-Med-Gen,31,"8 May, 1996",23 y 294 d,188 cm,82 kg,17,SA,North Adelaide,richmondtigers,Richmond
21,Dustin Martin,Mid-Med,4,"26 Jun, 1991",28 y 245 d,187 cm,93 kg,221,VIC,Bendigo Pioneers,richmondtigers,Richmond
22,Will Martyn,Mid-Med,36,"29 Mar, 2001",18 y 334 d,184 cm,79 kg,,QLD,Brisbane Academy,richmondtigers,Richmond
23,Kamdyn McIntosh,Def-Tall-Gen,33,"3 Apr, 1994",25 y 329 d,191 cm,91 kg,90,WA,Peel Thunder,richmondtigers,Richmond
24,Ben Miller,Def-Tall-Key,46,"31 Aug, 1999",20 y 179 d,195 cm,95 kg,,WA,Subiaco,richmondtigers,Richmond
25,Patrick Naish,Mid-Med,6,"15 Jan, 1999",21 y 42 d,182 cm,75 kg,2,VIC,Northern Knights,richmondtigers,Richmond
26,Toby Nankervis,Ruck-Tall,25,"12 Aug, 1994",25 y 198 d,199 cm,102 kg,68,TAS,North Launceston,richmondtigers,Richmond
27,Bigoa Nyuon,Ruck-Tall,47,"18 May, 2001",18 y 284 d,196 cm,86 kg,,VIC,Dandenong Stingrays,richmondtigers,Richmond
28,Dion Prestia,Mid-Smal,3,"12 Oct, 1992",27 y 137 d,175 cm,82 kg,152,VIC,Calder Cannons,richmondtigers,Richmond
29,Hugo Ralphsmith,Mid-Med,45,"9 Nov, 2001",18 y 109 d,186 cm,70 kg,,VIC,Sandringham Dragons,richmondtigers,Richmond
30,Alex Rance,Def-Tall-Key,18,"9 Oct, 1989",30 y 140 d,194 cm,96 kg,200,WA,Swan Districts,richmondtigers,Richmond
31,Jack Riewoldt,Fwd-Tall-Key,8,"31 Oct, 1988",31 y 118 d,193 cm,92 kg,259,TAS,Tassie Mariners,richmondtigers,Richmond
32,Daniel Rioli,Fwd-Smal-Gen,17,"16 Apr, 1997",22 y 316 d,179 cm,76 kg,74,NT,St Mary's,richmondtigers,Richmond
33,Jack Ross,Mid-Med,5,"3 Sep, 2000",19 y 176 d,187 cm,85 kg,7,VIC,Oakleigh Chargers,richmondtigers,Richmond
34,Jayden Short,Def-Smal-Gen,15,"24 Jan, 1996",24 y 33 d,178 cm,76 kg,68,VIC,Northern Knights,richmondtigers,Richmond
35,Ivan Soldo,Ruck-Tall,20,"14 Apr, 1996",23 y 318 d,204 cm,106 kg,19,VIC,Northern Knights,richmondtigers,Richmond
36,Fraser Turner,Mid-Med,28,"26 Dec, 2000",19 y 62 d,186 cm,75 kg,,TAS,Clarence,richmondtigers,Richmond
37,Nick Vlastuin,Def-Med-Gen,1,"19 Apr, 1994",25 y 313 d,187 cm,88 kg,138,VIC,Northern Knights,richmondtigers,Richmond
38, Jake Aarts,Fwd-Med-Gen,39,"8 Dec, 1994",25 y 80 d,177 cm,75 kg,,VIC,Richmond VFL,richmondtigers,Richmond
39, Liam Baker,Fwd-Smal-Gen,7,"27 Jan, 1998",22 y 30 d,173 cm,72 kg,19,WA,Subiaco,richmondtigers,Richmond
40, Mabior Chol,Fwd-Tall-Key,41,"29 Jan, 1997",23 y 28 d,200 cm,91 kg,10,QLD,Yeronga,richmondtigers,Richmond
41, Marlion Pickett,Mid-Med,50,"6 Jan, 1992",28 y 51 d,184 cm,84 kg,,WA,South Fremantle,richmondtigers,Richmond
42, Derek Smith,Def-Med-Gen,43,"4 May, 1998",21 y 298 d,180 cm,80 kg,2,NT,Bendigo Pioneers,richmondtigers,Richmond
43, Sydney Stack,Mid-Smal,44,"28 Apr, 2000",19 y 304 d,179 cm,72 kg,17,WA,Perth,richmondtigers,Richmond
0,Ryan Abbott,Ruck-Tall,27,"25 Jun, 1991",28 y 246 d,200 cm,100 kg,5,VIC,Geelong VFL,stkildasaints,St Kilda
1,Logan Austin,Def-Tall-Key,24,"8 Jul, 1995",24 y 233 d,196 cm,92 kg,20,ACT,Belconnen,stkildasaints,St Kilda
2,Josh Battle,Fwd-Tall-Key,26,"1 Sep, 1998",21 y 178 d,193 cm,92 kg,26,VIC,Dandenong Stingrays,stkildasaints,St Kilda
3,Jack Billings,Mid-Med,15,"18 Aug, 1995",24 y 192 d,184 cm,79 kg,107,VIC,Oakleigh Chargers,stkildasaints,St Kilda
4,Nathan Brown,Def-Tall-Key,22,"17 Dec, 1988",31 y 71 d,196 cm,99 kg,182,VIC,Nth Ballarat,stkildasaints,St Kilda
5,Daniel Butler,Fwd-Med-Gen,16,"3 Jun, 1996",23 y 268 d,182 cm,80 kg,45,VIC,North Ballarat,stkildasaints,St Kilda
6,Ryan Byrnes,Mid-Med,31,"3 May, 2001",18 y 299 d,181 cm,80 kg,,VIC,Sandringham Dragons,stkildasaints,St Kilda
7,Jack Bytel,Mid-Med,23,"14 Mar, 2000",19 y 349 d,189 cm,78 kg,,VIC,Calder Cannons,stkildasaints,St Kilda
8,Jake Carlisle,Def-Tall-Key,2,"1 Oct, 1991",28 y 148 d,200 cm,106 kg,134,VIC,Calder Cannons,stkildasaints,St Kilda
9,Hunter Clark,Util-Med,11,"26 Mar, 1999",20 y 337 d,187 cm,82 kg,29,VIC,Dandenong Stingrays,stkildasaints,St Kilda
10,Oscar Clavarino,Def-Tall-Key,38,"22 May, 1999",20 y 280 d,197 cm,89 kg,,VIC,Dandenong Stingrays,stkildasaints,St Kilda
11,Nicholas Coffield,Mid-Tall,1,"23 Oct, 1999",20 y 126 d,191 cm,86 kg,18,VIC,Northern Knights,stkildasaints,St Kilda
12,Leo Connolly,Def-Med-Gen,37,"7 Aug, 2001",18 y 203 d,180 cm,72 kg,,VIC,Gippsland Power,stkildasaints,St Kilda
13,Luke Dunstan,Mid-Med,7,"29 Jan, 1995",25 y 28 d,185 cm,84 kg,103,SA,Woodville-West Torrens,stkildasaints,St Kilda
14,Jarryn Geary,Def-Med-Gen,14,"23 Jun, 1988",31 y 248 d,183 cm,82 kg,188,VIC,Bendigo Pioneers,stkildasaints,St Kilda
15,Jade Gresham,Fwd-Smal-Gen,4,"24 Aug, 1997",22 y 186 d,179 cm,79 kg,81,VIC,Northern Knights,stkildasaints,St Kilda
16,Dan Hannebery,Mid-Med,10,"24 Feb, 1991",29 y 2 d,181 cm,80 kg,211,VIC,Oakleigh Chargers,stkildasaints,St Kilda
17,Bradley Hill,Mid-Med,8,"9 Jul, 1993",26 y 232 d,179 cm,79 kg,148,WA,West Perth,stkildasaints,St Kilda
18,Nick Hind,Def-Med-Gen,40,"19 Aug, 1994",25 y 191 d,180 cm,71 kg,11,VIC,Essendon VFL,stkildasaints,St Kilda
19,Dougal Howard,Util-Tall,20,"25 Mar, 1996",23 y 338 d,199 cm,92 kg,45,VIC,Murray Bushrangers,stkildasaints,St Kilda
20,Zak Jones,Def-Med-Gen,3,"15 Mar, 1995",24 y 348 d,181 cm,80 kg,89,VIC,Dandenong Stingrays,stkildasaints,St Kilda
21, Darragh Joyce,Def-Tall-Gen,39,"23 Apr, 1997",22 y 309 d,195 cm,90 kg,5,N/A,Kilkenny (Ireland),stkildasaints,St Kilda
22,Dean Kent,Fwd-Smal-Gen,25,"24 Feb, 1994",26 y 2 d,180 cm,85 kg,76,WA,Perth,stkildasaints,St Kilda
23,Max King,Fwd-Tall-Key,12,"7 Jul, 2000",19 y 234 d,202 cm,90 kg,,VIC,Sandringham Dragons,stkildasaints,St Kilda
24, Doulton Langlands,Def-Med-Gen,46,"29 Jul, 1999",20 y 212 d,187 cm,83 kg,3,NSW,Murray Bushrangers,stkildasaints,St Kilda
25,Ben Long,Util-Med,21,"21 Aug, 1997",22 y 189 d,184 cm,79 kg,30,NT,St Marys,stkildasaints,St Kilda
26,Jack Lonie,Fwd-Smal-Gen,13,"13 Aug, 1996",23 y 197 d,175 cm,70 kg,63,VIC,Dandenong Stingrays,stkildasaints,St Kilda
27,Jonathon Marsh,Def-Tall-Key,43,"17 Oct, 1995",24 y 132 d,194 cm,93 kg,20,WA,East Fremantle,stkildasaints,St Kilda
28,Rowan Marshall,Util-Tall,19,"24 Nov, 1995",24 y 94 d,201 cm,104 kg,33,VIC,North Ballarat Rebels,stkildasaints,St Kilda
29,Daniel McKenzie,Mid-Med,36,"17 May, 1996",23 y 285 d,185 cm,83 kg,49,VIC,Oakleigh Chargers,stkildasaints,St Kilda
30,Tim Membrey,Fwd-Med-Key,28,"26 May, 1994",25 y 276 d,190 cm,89 kg,92,VIC,Gippsland Power,stkildasaints,St Kilda
31,Matthew Parker,Fwd-Med-Gen,34,"25 Jan, 1996",24 y 32 d,190 cm,75 kg,17,WA,South Fremantle,stkildasaints,St Kilda
32,Ben Paton,Def-Med-Gen,33,"19 Oct, 1998",21 y 130 d,187 cm,79 kg,16,VIC,Murray Bushrangers,stkildasaints,St Kilda
33,Ed Phillips,Util-Med,30,"29 Mar, 1998",21 y 334 d,187 cm,82 kg,11,VIC,Oakleigh Chargers,stkildasaints,St Kilda
34,Dylan Roberton,Def-Tall-Key,17,"21 Jun, 1991",28 y 250 d,194 cm,94 kg,128,VIC,Dandenong Stingrays,stkildasaints,St Kilda
35,Seb Ross,Mid-Med,6,"7 May, 1993",26 y 295 d,188 cm,88 kg,124,VIC,North Ballarat,stkildasaints,St Kilda
36,Patrick Ryder,Util-Tall,18,"14 Mar, 1988",31 y 349 d,197 cm,94 kg,243,WA,East Fremantle,stkildasaints,St Kilda
37,Shane Savage,Def-Med-Gen,5,"5 Jan, 1991",29 y 52 d,187 cm,82 kg,163,VIC,Dandenong Stingrays,stkildasaints,St Kilda
38,Jack Sinclair,Fwd-Med-Gen,35,"12 Feb, 1995",25 y 14 d,181 cm,81 kg,86,VIC,Oakleigh Chargers,stkildasaints,St Kilda
39,Jack Steele,Mid-Med,9,"13 Dec, 1995",24 y 75 d,187 cm,90 kg,78,ACT,Belconnen,stkildasaints,St Kilda
40,Jimmy Webster,Def-Med-Gen,29,"28 Jun, 1993",26 y 243 d,188 cm,83 kg,93,TAS,Glenorchy,stkildasaints,St Kilda
41, Callum Wilkie,Def-Tall-Key,44,"10 Mar, 1996",23 y 353 d,191 cm,87 kg,22,SA,North Adelaide,stkildasaints,St Kilda
42, Sam Alabakis,Ruck-Tall,45,"2 May, 1997",22 y 300 d,211 cm,105 kg,,WA,Perth Wildcats,stkildasaints,St Kilda
43, Jack Bell,Ruck-Tall,42,"26 Jan, 2001",19 y 31 d,200 cm,73 kg,,VIC,Sandringham Dragons,stkildasaints,St Kilda
44, Jack Mayo,Fwd-Tall-Key,48,"22 Jul, 1999",20 y 219 d,192 cm,81 kg,,WA,Sandringham VFL,stkildasaints,St Kilda
0,Aliir Aliir,Def-Tall-Key,36,"5 Sep, 1994",25 y 174 d,195 cm,97 kg,49,WA,East Fremantle,sydneyswans,Sydney
1, Joel Amartey,Ruck-Tall,46,"2 Sep, 1999",20 y 177 d,197 cm,96 kg,,VIC,Sandringham Dragons,sydneyswans,Sydney
2, James Bell,Mid-Med,32,"10 Feb, 1999",21 y 16 d,183 cm,81 kg,2,NSW,Swans Academy,sydneyswans,Sydney
3,Nick Blakey,Fwd-Tall-Key,22,"27 Feb, 2000",19 y 364 d,195 cm,80 kg,21,NSW,Sydney Academy,sydneyswans,Sydney
4,Kaiden Brand,Def-Tall-Key,2,"8 Apr, 1994",25 y 324 d,198 cm,98 kg,43,SA,West Adelaide,sydneyswans,Sydney
5,Ryan Clarke,Mid-Med,4,"17 Jun, 1997",22 y 254 d,186 cm,85 kg,54,VIC,Eastern Ranges,sydneyswans,Sydney
6,Harry Cunningham,Mid-Med,7,"6 Dec, 1993",26 y 82 d,181 cm,78 kg,113,NSW,Turvey Park,sydneyswans,Sydney
7,Jordan Dawson,Fwd-Med-Key,34,"9 Apr, 1997",22 y 323 d,192 cm,86 kg,25,SA,Sturt,sydneyswans,Sydney
8,Oliver Florent,Util-Med,13,"22 Jul, 1998",21 y 219 d,185 cm,81 kg,53,VIC,Sandringham Dragons,sydneyswans,Sydney
9,Zac Foot,Fwd-Med-Gen,16,"24 Dec, 2000",19 y 64 d,181 cm,73 kg,,VIC,Dandenong Stingrays,sydneyswans,Sydney
10,Robbie Fox,Mid-Med,42,"16 Apr, 1993",26 y 316 d,186 cm,86 kg,24,TAS,Coburg,sydneyswans,Sydney
11,Lance Franklin,Fwd-Tall-Key,23,"30 Jan, 1987",33 y 27 d,199 cm,105 kg,299,WA,Perth,sydneyswans,Sydney
12,Will Gould,Def-Tall-Key,17,"14 Jan, 2001",19 y 43 d,191 cm,98 kg,,SA,Glenelg,sydneyswans,Sydney
13,Sam Gray,Mid-Smal,15,"1 Feb, 1992",28 y 25 d,176 cm,75 kg,96,SA,Port Adelaide (SANFL),sydneyswans,Sydney
14,Will Hayward,Fwd-Med-Gen,9,"26 Oct, 1998",21 y 123 d,187 cm,84 kg,53,SA,North Adelaide,sydneyswans,Sydney
15,Isaac Heeney,Fwd-Med-Gen,5,"5 May, 1996",23 y 297 d,186 cm,84 kg,101,NSW,Cardiff,sydneyswans,Sydney
